# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
13507at4891	Complete	h2tg000093l_path	2526	1222	-	356.8	248	https://www.orthodb.org/v10?query=13507at4891	Kinase-like protein
13519at4891	Complete	h2tg000090l_path	35387	33936	-	264.1	287	https://www.orthodb.org/v10?query=13519at4891	Origin recognition complex subunit 4
13590at4891	Complete	h2tg000146l_path	25771	24311	-	143.2	223	https://www.orthodb.org/v10?query=13590at4891	Maintenance of telomere capping protein 6
13634at4891	Complete	h2tg000063l_path	34561	33170	-	513.9	336	https://www.orthodb.org/v10?query=13634at4891	Septin
13648at4891	Complete	h2tg000131l_path	18556	17423	-	655.9	338	https://www.orthodb.org/v10?query=13648at4891	S-adenosylmethionine synthase
13656at4891	Complete	h2tg000075l_path	59089	60357	+	487.3	322	https://www.orthodb.org/v10?query=13656at4891	Pyridoxal phosphate-dependent transferase
13703at4891	Complete	h2tg000118l_path	36216	35035	-	563.0	339	https://www.orthodb.org/v10?query=13703at4891	Prephenate dehydrogenase
13721at4891	Complete	h2tg000014l_path	278503	279873	+	455.7	307	https://www.orthodb.org/v10?query=13721at4891	Protein TED1
13726at4891	Complete	h2tg000056l_path	16375	17532	+	376.7	277	https://www.orthodb.org/v10?query=13726at4891	Phosphoserine aminotransferase
13733at4891	Complete	h2tg000135l_path	59626	58358	-	526.6	328	https://www.orthodb.org/v10?query=13733at4891	Mannose-6-phosphate isomerase
13738at4891	Complete	h2tg000140l_path	84804	86135	+	532.5	312	https://www.orthodb.org/v10?query=13738at4891	Cytochrome c oxidase assembly protein COX15
13757at4891	Complete	h2tg000119l_path	68831	71305	+	665.0	535	https://www.orthodb.org/v10?query=13757at4891	p-loop containing nucleoside triphosphate hydrolase protein
13765at4891	Complete	h2tg000089l_path	132187	133467	+	557.5	349	https://www.orthodb.org/v10?query=13765at4891	26S proteasome regulatory subunit RPN7
13776at4891	Complete	h2tg000125l_path	35799	37340	+	646.6	394	https://www.orthodb.org/v10?query=13776at4891	Threonine synthase
13777at4891	Complete	h2tg000055l_path	5131	6681	+	547.4	346	https://www.orthodb.org/v10?query=13777at4891	Aminoacyl-tRNA synthetase, class I, anticodon-binding
13806at4891	Complete	h2tg000002l_path	57201	55030	-	487.2	420	https://www.orthodb.org/v10?query=13806at4891	Enhancer of polycomb-like protein
13807at4891	Complete	h2tg000029l_path	108987	104826	-	882.8	839	https://www.orthodb.org/v10?query=13807at4891	HECT domain
13820at4891	Complete	h2tg000084l_path	16853	18187	+	414.6	307	https://www.orthodb.org/v10?query=13820at4891	Tyrosine--tRNA ligase
13823at4891	Fragmented	h2tg000135l_path	93488	94354	+	361.2	221	https://www.orthodb.org/v10?query=13823at4891	Endonuclease/exonuclease/phosphatase
13847at4891	Complete	h2tg000005l_path	91508	92941	+	483.2	314	https://www.orthodb.org/v10?query=13847at4891	UbiB domain
13859at4891	Complete	h2tg000126l_path	33440	30984	-	743.7	587	https://www.orthodb.org/v10?query=13859at4891	Ubiquitin conjugation factor E4, core
13862at4891	Complete	h2tg000082l_path	119781	117322	-	564.7	372	https://www.orthodb.org/v10?query=13862at4891	Serine/threonine-protein kinase RAD53
13866at4891	Complete	h2tg000126l_path	71457	72584	+	580.8	333	https://www.orthodb.org/v10?query=13866at4891	S-(hydroxymethyl)glutathione dehydrogenase
13867at4891	Complete	h2tg000006l_path	47009	45798	-	673.7	327	https://www.orthodb.org/v10?query=13867at4891	26S proteasome regulatory subunit 8
13869at4891	Complete	h2tg000126l_path	144502	145722	+	485.0	298	https://www.orthodb.org/v10?query=13869at4891	Vacuolar calcium ion transporter
13874at4891	Complete	h2tg000036l_path	17744	16401	-	504.7	340	https://www.orthodb.org/v10?query=13874at4891	Glycylpeptide N-tetradecanoyltransferase
13875at4891	Complete	h2tg000140l_path	71214	72302	+	468.4	289	https://www.orthodb.org/v10?query=13875at4891	Rab GDP dissociation inhibitor
13909at4891	Complete	h2tg000021l_path	222327	220981	-	793.0	378	https://www.orthodb.org/v10?query=13909at4891	Actin family
13923at4891	Complete	h2tg000039l_path	64838	63463	-	343.4	269	https://www.orthodb.org/v10?query=13923at4891	Metallo-dependent phosphatase
13964at4891	Complete	h2tg000024l_path	88799	86448	-	575.7	456	https://www.orthodb.org/v10?query=13964at4891	ABC transporter type 1, transmembrane domain
13973at4891	Complete	h2tg000013l_path	218876	220007	+	536.5	292	https://www.orthodb.org/v10?query=13973at4891	Deoxyhypusine synthase
14015at4891	Complete	h2tg000014l_path	291725	290493	-	360.4	232	https://www.orthodb.org/v10?query=14015at4891	cAMP-dependent protein kinase regulatory subunit
14020at4891	Complete	h2tg000030l_path	76735	74582	-	254.1	384	https://www.orthodb.org/v10?query=14020at4891	K Homology domain
14024at4891	Complete	h2tg000048l_path	78069	79562	+	608.8	376	https://www.orthodb.org/v10?query=14024at4891	Glucose-6-phosphate 1-dehydrogenase
14054at4891	Complete	h2tg000039l_path	179858	180940	+	468.3	285	https://www.orthodb.org/v10?query=14054at4891	Dihydroorotase
14055at4891	Complete	h2tg000021l_path	230876	231862	+	426.9	262	https://www.orthodb.org/v10?query=14055at4891	P-loop containing nucleoside triphosphate hydrolase protein
14062at4891	Complete	h2tg000076l_path	55191	53842	-	447.2	329	https://www.orthodb.org/v10?query=14062at4891	IMP-specific 5'-nucleotidase 1
14069at4891	Complete	h2tg000077l_path	37212	38525	+	604.0	316	https://www.orthodb.org/v10?query=14069at4891	Histone acetyltransferase
14108at4891	Complete	h2tg000147l_path	12458	13756	+	559.5	342	https://www.orthodb.org/v10?query=14108at4891	Farnesyl-diphosphate farnesyltransferase
14122at4891	Complete	h2tg000055l_path	71027	72658	+	554.0	410	https://www.orthodb.org/v10?query=14122at4891	Alpha-1,3-glucosyltransferase
14133at4891	Complete	h2tg000002l_path	98812	101289	+	672.9	508	https://www.orthodb.org/v10?query=14133at4891	VTC domain
14136at4891	Complete	h2tg000065l_path	265191	262990	-	395.7	421	https://www.orthodb.org/v10?query=14136at4891	p-loop containing nucleoside triphosphate hydrolase protein
14147at4891	Complete	h2tg000015l_path	2	1027	+	407.3	282	https://www.orthodb.org/v10?query=14147at4891	Mitochondrial import inner membrane translocase subunit TIM44
14212at4891	Complete	h2tg000076l_path	7459	8565	+	560.8	313	https://www.orthodb.org/v10?query=14212at4891	Isocitrate dehydrogenase 
14235at4891	Complete	h2tg000125l_path	39081	37529	-	318.6	299	https://www.orthodb.org/v10?query=14235at4891	Ataxin-10 domain
14247at4891	Complete	h2tg000086l_path	51734	50091	-	506.5	314	https://www.orthodb.org/v10?query=14247at4891	Protein kinase domain
14308at4891	Complete	h2tg000029l_path	10898	9822	-	603.7	318	https://www.orthodb.org/v10?query=14308at4891	Fructose-bisphosphate aldolase
14309at4891	Complete	h2tg000123l_path	9307	10398	+	556.3	310	https://www.orthodb.org/v10?query=14309at4891	3-isopropylmalate dehydrogenase
14335at4891	Fragmented	h2tg000123l_path	27707	28651	+	277.0	237	https://www.orthodb.org/v10?query=14335at4891	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
14345at4891	Complete	h2tg000041l_path	13062	11479	-	376.6	290	https://www.orthodb.org/v10?query=14345at4891	endoplasmic oxidoreductin
14374at4891	Complete	h2tg000005l_path	120220	121173	+	346.5	234	https://www.orthodb.org/v10?query=14374at4891	WD40-repeat-containing domain
14376at4891	Complete	h2tg000018l_path	7249	6137	-	553.1	316	https://www.orthodb.org/v10?query=14376at4891	Saccharopine dehydrogenase 
14377at4891	Fragmented	h2tg000119l_path	42628	41891	-	375.2	208	https://www.orthodb.org/v10?query=14377at4891	Pyruvate dehydrogenase E1 component subunit beta
14380at4891	Complete	h2tg000028l_path	8973	7828	-	526.5	311	https://www.orthodb.org/v10?query=14380at4891	Flap endonuclease 1
14416at4891	Complete	h2tg000021l_path	177247	179454	+	408.1	470	https://www.orthodb.org/v10?query=14416at4891	Nucleoporin NUP85
14430at4891	Complete	h2tg000007l_path	16030	18069	+	324.6	419	https://www.orthodb.org/v10?query=14430at4891	Telomere length regulation protein, conserved domain
14486at4891	Complete	h2tg000057l_path	17664	20246	+	996.7	613	https://www.orthodb.org/v10?query=14486at4891	Replication factor C subunit 1
14503at4891	Complete	h2tg000127l_path	26808	28259	+	774.5	432	https://www.orthodb.org/v10?query=14503at4891	5-aminolevulinate synthase
14504at4891	Complete	h2tg000008l_path	37109	35361	-	472.8	357	https://www.orthodb.org/v10?query=14504at4891	Carbohydrate kinase, FGGY, C-terminal
14513at4891	Complete	h2tg000056l_path	53608	52598	-	547.7	288	https://www.orthodb.org/v10?query=14513at4891	Lipoyl synthase, mitochondrial
14521at4891	Fragmented	h2tg000056l_path	21137	21841	+	466.4	222	https://www.orthodb.org/v10?query=14521at4891	Elongation factor Tu
14551at4891	Complete	h2tg000117l_path	81082	82143	+	376.1	265	https://www.orthodb.org/v10?query=14551at4891	Replication factor C subunit 5
14552at4891	Complete	h2tg000119l_path	63408	62269	-	466.9	306	https://www.orthodb.org/v10?query=14552at4891	Actin-related protein 2/3 complex subunit
14562at4891	Complete	h2tg000099l_path	150277	151890	+	496.2	393	https://www.orthodb.org/v10?query=14562at4891	p-loop containing nucleoside triphosphate hydrolase protein
14574at4891	Complete	h2tg000112l_path	1	2888	+	416.2	532	https://www.orthodb.org/v10?query=14574at4891	AP-2 complex subunit alpha
14580at4891	Complete	h2tg000014l_path	187655	186543	-	502.3	291	https://www.orthodb.org/v10?query=14580at4891	Homoisocitrate dehydrogenase, mitochondrial
14584at4891	Complete	h2tg000048l_path	20692	19418	-	481.3	287	https://www.orthodb.org/v10?query=14584at4891	Winged helix-like DNA-binding domain superfamily
14594at4891	Complete	h2tg000066l_path	38122	36158	-	212.6	264	https://www.orthodb.org/v10?query=14594at4891	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
14625at4891	Complete	h2tg000022l_path	48492	49910	+	159.9	174	https://www.orthodb.org/v10?query=14625at4891	Putative transferase CAF17, mitochondrial
14631at4891	Complete	h2tg000048l_path	38391	39974	+	354.3	338	https://www.orthodb.org/v10?query=14631at4891	Mannosyltransferase
14677at4891	Complete	h2tg000126l_path	86759	88324	+	279.8	305	https://www.orthodb.org/v10?query=14677at4891	WD40-repeat-containing domain
14710at4891	Complete	h2tg000006l_path	34429	35865	+	642.3	377	https://www.orthodb.org/v10?query=14710at4891	Acyl-CoA desaturase
14739at4891	Complete	h2tg000144l_path	80677	79754	-	431.5	248	https://www.orthodb.org/v10?query=14739at4891	Septin
14746at4891	Complete	h2tg000040l_path	3793	5049	+	643.0	361	https://www.orthodb.org/v10?query=14746at4891	Ornithine aminotransferase
14766at4891	Complete	h2tg000117l_path	19225	17882	-	268.1	257	https://www.orthodb.org/v10?query=14766at4891	Origin recognition complex subunit 2
14832at4891	Complete	h2tg000151l_path	3840	5287	+	818.8	387	https://www.orthodb.org/v10?query=14832at4891	Pseudouridine synthase, catalytic domain superfamily
14834at4891	Complete	h2tg000029l_path	32967	34400	+	139.1	239	https://www.orthodb.org/v10?query=14834at4891	Protein of unknown function DUF2347
14843at4891	Complete	h2tg000128l_path	24482	22620	-	466.4	344	https://www.orthodb.org/v10?query=14843at4891	Signal recognition particle, SRP54 subunit, GTPase domain
14888at4891	Missing
14902at4891	Complete	h2tg000084l_path	10945	9776	-	386.4	259	https://www.orthodb.org/v10?query=14902at4891	Putative N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D
14966at4891	Complete	h2tg000065l_path	178446	179816	+	371.2	337	https://www.orthodb.org/v10?query=14966at4891	Actin-like ATPase domain-containing protein
15000at4891	Complete	h2tg000024l_path	107341	108621	+	619.3	342	https://www.orthodb.org/v10?query=15000at4891	Ribose-phosphate pyrophosphokinase 1
15011at4891	Complete	h2tg000110l_path	71074	69779	-	295.4	270	https://www.orthodb.org/v10?query=15011at4891	Dol-P-Man
15018at4891	Complete	h2tg000039l_path	13477	15633	+	283.4	317	https://www.orthodb.org/v10?query=15018at4891	Nucleoporin NUP2
15088at4891	Complete	h2tg000128l_path	107348	108835	+	416.7	364	https://www.orthodb.org/v10?query=15088at4891	Ubiquitin-like domain superfamily
15100at4891	Complete	h2tg000058l_path	44227	42257	-	481.1	573	https://www.orthodb.org/v10?query=15100at4891	BRO1 domain
15179at4891	Complete	h2tg000098l_path	39971	38892	-	617.8	320	https://www.orthodb.org/v10?query=15179at4891	Mannose-1-phosphate guanyltransferase
15208at4891	Complete	h2tg000003l_path	30290	31957	+	300.6	333	https://www.orthodb.org/v10?query=15208at4891	RNA polymerase-associated protein RTF1
15248at4891	Complete	h2tg000069l_path	89516	91084	+	554.8	411	https://www.orthodb.org/v10?query=15248at4891	Adenylyl cyclase-associated protein
15299at4891	Complete	h2tg000099l_path	61410	60232	-	335.6	269	https://www.orthodb.org/v10?query=15299at4891	Aminomethyltransferase
15328at4891	Complete	h2tg000020l_path	145932	148358	+	553.4	490	https://www.orthodb.org/v10?query=15328at4891	GPI ethanolamine phosphate transferase 2
15442at4891	Complete	h2tg000007l_path	98811	100112	+	530.6	344	https://www.orthodb.org/v10?query=15442at4891	similar to Saccharomyces cerevisiae YGR141W VPS62 Vacuolar protein sorting (VPS) protein required for cytoplasm to vacuole targeting of proteins
15470at4891	Complete	h2tg000066l_path	51602	50565	-	458.6	282	https://www.orthodb.org/v10?query=15470at4891	Eukaryotic translation initiation factor 3 subunit I
15475at4891	Complete	h2tg000044l_path	56626	57747	+	243.3	242	https://www.orthodb.org/v10?query=15475at4891	Heat shock protein DnaJ, cysteine-rich domain
15496at4891	Complete	h2tg000147l_path	11526	9778	-	493.6	358	https://www.orthodb.org/v10?query=15496at4891	GPI transamidase component GPI16
15514at4891	Complete	h2tg000013l_path	101656	100241	-	502.9	315	https://www.orthodb.org/v10?query=15514at4891	Guanine nucleotide-binding protein alpha subunit
15516at4891	Complete	h2tg000133l_path	2599	1304	-	400.1	309	https://www.orthodb.org/v10?query=15516at4891	Vacuolar amino acid transporter 2
15557at4891	Complete	h2tg000086l_path	75122	76315	+	574.3	348	https://www.orthodb.org/v10?query=15557at4891	Thiolase
15581at4891	Complete	h2tg000126l_path	74994	73117	-	344.1	266	https://www.orthodb.org/v10?query=15581at4891	Zinc finger, RanBP2-type
15588at4891	Complete	h2tg000006l_path	177943	179028	+	408.5	258	https://www.orthodb.org/v10?query=15588at4891	ATPase, AAA-type, conserved site
15589at4891	Complete	h2tg000040l_path	19164	18149	-	432.1	267	https://www.orthodb.org/v10?query=15589at4891	V-type proton ATPase subunit
15616at4891	Complete	h2tg000100l_path	44568	42874	-	510.4	445	https://www.orthodb.org/v10?query=15616at4891	SUI1 domain
15697at4891	Complete	h2tg000140l_path	40387	38933	-	68.4	141	https://www.orthodb.org/v10?query=15697at4891	WD40-repeat-containing domain
15702at4891	Complete	h2tg000055l_path	273112	275394	+	323.2	356	https://www.orthodb.org/v10?query=15702at4891	similar to Saccharomyces cerevisiae YOR112W CEX1 Cytoplasmic component of the nuclear aminoacylation-dependent tRNA export pathway
15707at4891	Fragmented	h2tg000126l_path	170210	169056	-	216.6	190	https://www.orthodb.org/v10?query=15707at4891	Sorting nexin-41
15710at4891	Complete	h2tg000101l_path	23226	25328	+	410.1	304	https://www.orthodb.org/v10?query=15710at4891	Chromatin-remodeling complexes subunit NGG1
15731at4891	Complete	h2tg000140l_path	153931	152384	-	399.1	301	https://www.orthodb.org/v10?query=15731at4891	tRNA adenylyltransferase activity
15766at4891	Complete	h2tg000102l_path	1897	134	-	344.2	284	https://www.orthodb.org/v10?query=15766at4891	P-loop containing nucleoside triphosphate hydrolase protein
15784at4891	Complete	h2tg000108l_path	18396	17290	-	603.9	328	https://www.orthodb.org/v10?query=15784at4891	P-loop containing nucleoside triphosphate hydrolase protein
15785at4891	Complete	h2tg000142l_path	30616	31605	+	284.6	220	https://www.orthodb.org/v10?query=15785at4891	Ribosomal protein S35, mitochondrial
15839at4891	Complete	h2tg000038l_path	762	2441	+	690.9	423	https://www.orthodb.org/v10?query=15839at4891	UbiB domain
15876at4891	Complete	h2tg000119l_path	76679	75189	-	423.8	303	https://www.orthodb.org/v10?query=15876at4891	Zn(2)-C6 fungal-type DNA-binding domain
15897at4891	Complete	h2tg000099l_path	122751	123728	+	453.2	262	https://www.orthodb.org/v10?query=15897at4891	Coproporphyrinogen III oxidase
15914at4891	Complete	h2tg000013l_path	114531	115856	+	431.8	260	https://www.orthodb.org/v10?query=15914at4891	Aminoacyl-tRNA synthetase, class II
15943at4891	Complete	h2tg000130l_path	18256	17024	-	328.7	219	https://www.orthodb.org/v10?query=15943at4891	Arginine N-methyltransferase 2
15960at4891	Complete	h2tg000072l_path	18028	18939	+	447.9	258	https://www.orthodb.org/v10?query=15960at4891	WD40 repeat
15962at4891	Complete	h2tg000005l_path	150003	149053	-	566.2	290	https://www.orthodb.org/v10?query=15962at4891	Cytosolic Fe-S cluster assembly factor NBP35
15997at4891	Complete	h2tg000042l_path	48073	44801	-	361.7	423	https://www.orthodb.org/v10?query=15997at4891	RGS domain
16010at4891	Complete	h2tg000140l_path	63828	65288	+	571.5	251	https://www.orthodb.org/v10?query=16010at4891	Serine/threonine-protein phosphatase
16016at4891	Complete	h2tg000005l_path	33452	34534	+	589.7	315	https://www.orthodb.org/v10?query=16016at4891	Chorismate synthase
16038at4891	Fragmented	h2tg000135l_path	63343	64528	+	466.7	305	https://www.orthodb.org/v10?query=16038at4891	GTP binding domain
16056at4891	Complete	h2tg000039l_path	101378	104692	+	681.6	688	https://www.orthodb.org/v10?query=16056at4891	P-loop containing nucleoside triphosphate hydrolase protein
16088at4891	Complete	h2tg000135l_path	61175	63058	+	437.4	336	https://www.orthodb.org/v10?query=16088at4891	Golgi apyrase
16106at4891	Complete	h2tg000141l_path	19578	20798	+	373.3	233	https://www.orthodb.org/v10?query=16106at4891	Threonylcarbamoyl-AMP synthase
16113at4891	Complete	h2tg000144l_path	86023	87312	+	477.2	312	https://www.orthodb.org/v10?query=16113at4891	Rhodanese-like domain
16125at4891	Complete	h2tg000142l_path	31	1527	+	613.3	377	https://www.orthodb.org/v10?query=16125at4891	Cystathionine beta-synthase
